URN,UKPRN,TypeOfEstablishment (name)
126652,,Community school
126653,,Other independent school
126654,,Community special school
126655,,Community school
126656,,Community school
126657,,Community school
126658,,Community school
126659,,Community school
126660,,Community school
126661,,Voluntary controlled school
126662,,Voluntary controlled school
126663,,Voluntary aided school
126665,,Other independent school
126666,,Community school
126667,,Community school
126668,,Community school
126669,,Community school
126670,,Community school
126672,,Voluntary aided school
126673,,Community school
126674,,Voluntary aided school
126675,,Community special school
126676,,Voluntary aided school
126677,,Community school
126678,,Other independent school
126679,,Community school
126680,,Community school
126681,,Community school
126682,,Community school
126683,,Community school
126684,,Community school
126685,,Community school
126686,,Community school
126687,,Community school
126688,,Community school
126689,,Community school
126690,,Community school
126691,,Community school
126692,,Community school
126693,,Community school
126694,,Community school
126695,,Voluntary aided school
126696,,Community school
126697,,Community school
126698,,Voluntary aided school
126699,,Other independent school
126700,,Other independent school
126701,,Other independent school
126702,,Community special school
126703,,Community special school
126704,,Community special school
126705,10018245,Foundation special school
126706,,Pupil referral unit
126707,,Community school
126708,,Community school
126709,,Other independent school
126710,,Other independent school
126711,,Other independent school
126712,10015861,Foundation special school
126713,,Community school
126714,,Community school
126715,,Community school
126716,,Community school
126717,,Community school
126718,,Voluntary aided school
126719,,Community school
126720,,Community school
126721,,Community school
126722,,Voluntary aided school
126723,,Voluntary aided school
126724,,Other independent school
126725,,Other independent school
126726,,Community school
126727,,Community school
126728,,Community school
126729,,Community school
126730,,Other independent school
126731,,Other independent school
126732,,Other independent school
126733,,Other independent school
126734,,Other independent school
126735,,Other independent school
126736,,Other independent school
126737,,Other independent school
126738,,Other independent school
126739,,Other independent school
126740,,Community special school
126741,,Community special school
126742,,Community special school
126743,,Community special school
126744,,Community school
126745,,Community school
126746,,Community school
126747,,Community school
126748,,Community school
126749,,Community school
126750,,Community school
126751,,Community school
126752,,Community school
126753,,Voluntary controlled school
126754,,Community school
126755,,Community school
126756,,Other independent school
126757,,Other independent school
126758,,Community school
126759,,Community school
126760,,Community school
126761,,Community school
126762,,Community school
126763,,Community school
126764,,Community school
126765,,Community school
126766,,Community school
126767,,Community school
126768,,Community school
126769,,Community school
126770,,Community school
126771,,Community school
126772,,Community school
126773,,Community school
126774,,Community school
126775,,Community school
126776,,Community school
126777,,Community school
126778,,Community school
126779,,Community school
126780,,Community school
126781,,Community school
126782,,Community school
126783,,Community school
126784,,Community school
126785,,Other independent school
126786,,Community special school
126787,,Community special school
126788,,Community special school
126789,,Community school
126790,,Community school
126791,,Community school
126792,,Community school
126793,,Community school
126794,,Community school
126795,,Community school
126796,,Community school
126797,,Community school
126798,,Community school
126799,,Other independent school
126800,,Other independent school
126801,,Other independent school
126802,,Other independent school
126803,,Other independent school
126804,,Other independent school
126805,,Other independent school
126806,,Other independent school
